,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
105Sb,51,54,105,1.12,s,symmetric,,,,,2104.4944,keV
104Sb,51,53,104,0.49,s,asymmetric,,,,,2458.0,keV
107Sb,51,56,107,4,s,symmetric,,,,,1554.2327,keV
106Sb,51,55,106,0.6,s,symmetric,,,,,1796.6786,keV
109Sb,51,58,109,17.24,s,symmetric,,,,,964.6798,keV
108Sb,51,57,108,7.4,s,symmetric,,,,,1312.4179,keV
110Sb,51,59,110,23.6,s,symmetric,,,,,733.4893,keV
112Sb,51,61,112,53.6,s,symmetric,,,,,95.9392,keV
111Sb,51,60,111,74.9,s,symmetric,,,,,305.0044,keV
114Sb,51,63,114,3.49,m,symmetric,,,,,-451.5627,keV
113Sb,51,62,113,6.67,m,symmetric,,,,,-352.3556,keV
116Sb,51,65,116,15.8,m,symmetric,,,,,-1256.8089,keV
115Sb,51,64,115,32,m,symmetric,,,,,-1036.2782,keV
118Sb,51,67,118,3.6,m,symmetric,,,,,-1851.3124,keV
117Sb,51,66,117,2.8,h,symmetric,,,,,-1697.3561,keV
120Sb,51,69,120,15.89,m,symmetric,,,,,-2592.2906,keV
119Sb,51,68,119,38.2,h,symmetric,,,,,-2364.0987,keV
121Sb,51,70,121,STABLE,,,,,,,-3081.0375,keV
123Sb,51,72,123,STABLE,,,,,,,-3949.148,keV
122Sb,51,71,122,2.69413,d,symmetric,,,,,-3530.9438,keV
125Sb,51,74,125,2.7577,y,asymmetric,,,,,-4845.4168,keV
124Sb,51,73,124,60.209,d,symmetric,,,,,-4316.2439,keV
127Sb,51,76,127,3.84,d,symmetric,,,,,-5694.1761,keV
126Sb,51,75,126,12.3,d,symmetric,,,,,-5246.6906,keV
129Sb,51,78,129,4.4,h,symmetric,,,,,-6641.9923,keV
128Sb,51,77,128,9.05,h,symmetric,,,,,-6186.9891,keV
130Sb,51,79,130,40.5,m,symmetric,,,,,-6901.2257,keV
132Sb,51,81,132,2.79,m,symmetric,,,,,-7870.0808,keV
131Sb,51,80,131,23.03,m,symmetric,,,,,-7526.4307,keV
134Sb,51,83,134,675,ms,symmetric,,,,,-6537.3901,keV
133Sb,51,82,133,2.41,m,symmetric,,,,,-8513.5402,keV
136Sb,51,85,136,924,ms,symmetric,,,,,-4520.2518,keV
135Sb,51,84,135,1.668,s,symmetric,,,,,-4090.8788,keV
138Sb,51,87,138,314,ms,symmetric,,,,,-5105.0,keV
137Sb,51,86,137,506,ms,symmetric,,,,,-4795.0,keV
140Sb,51,89,140,171,ms,symmetric,,,,,-5845.0,keV
139Sb,51,88,139,182,ms,symmetric,,,,,-5365.0,keV
141Sb,51,90,141,103,ms,symmetric,,,,,-6135.0,keV
142Sb,51,91,142,53,ms,asymmetric,,,,,,
106Te,52,54,106,69,us,asymmetric,100.0,unreported,69.0,us,4290.2208,keV
107Te,52,55,107,3.6,ms,symmetric,70.0,symmetric,5.142857142857143,ms,4010.3533,keV
104Te,52,52,104,18,ns,limit,100.0,symmetric,18.0,ns,5096.3997,keV
105Te,52,53,105,0.63,us,symmetric,100.0,approximation,0.63,us,5069.1999,keV
110Te,52,58,110,18.6,s,symmetric,,,,,2698.9612,keV
111Te,52,59,111,26.2,s,symmetric,,,,,2499.836,keV
108Te,52,56,108,2.1,s,symmetric,49.0,symmetric,4.285714285714286,s,3420.465,keV
109Te,52,57,109,4.4,s,symmetric,3.9,symmetric,112.82051282051283,s,3197.6861,keV
113Te,52,61,113,1.8,m,symmetric,,,,,1858.2272,keV
114Te,52,62,114,16.4,m,symmetric,,,,,1527.4002,keV
112Te,52,60,112,2,m,symmetric,,,,,2077.5148,keV
117Te,52,65,117,62,m,symmetric,,,,,807.7132,keV
118Te,52,66,118,6,d,symmetric,,,,,444.0616,keV
115Te,52,63,115,5.9,m,symmetric,,,,,1450.8973,keV
116Te,52,64,116,2.49,h,symmetric,,,,,966.3408,keV
121Te,52,69,121,19.27,d,symmetric,,,,,-570.284,keV
119Te,52,67,119,16.05,h,symmetric,,,,,426.3905,keV
120Te,52,68,120,STABLE,,,,,,,-261.0973,keV
124Te,52,72,124,STABLE,,,,,,,-1851.3168,keV
125Te,52,73,125,STABLE,,,,,,,-2250.0837,keV
122Te,52,70,122,STABLE,,,,,,,-1085.3546,keV
123Te,52,71,123,STABLE,,,,,,,-1530.909,keV
128Te,52,76,128,2.34e+24,y,asymmetric,,,,,-3187.234,keV
129Te,52,77,129,69.5,m,symmetric,,,,,-3536.1428,keV
126Te,52,74,126,STABLE,,,,,,,-2549.1306,keV
127Te,52,75,127,9.35,h,symmetric,,,,,-2890.7301,keV
130Te,52,78,130,790000000000000000000,y,symmetric,,,,,-3762.74,keV
131Te,52,79,131,25,m,symmetric,,,,,-4166.3596,keV
132Te,52,80,132,3.204,d,symmetric,,,,,-4251.6832,keV
135Te,52,83,135,19,s,symmetric,,,,,-2889.1273,keV
136Te,52,84,136,17.66,s,symmetric,,,,,-303.6415,keV
133Te,52,81,133,12.5,m,symmetric,,,,,-4771.4519,keV
134Te,52,82,134,41.8,m,symmetric,,,,,-4826.4515,keV
139Te,52,87,139,0.724,s,symmetric,,,,,-1997.7438,keV
140Te,52,88,140,351,ms,symmetric,,,,,-2622.0,keV
137Te,52,85,137,2.48,s,symmetric,,,,,-854.7877,keV
138Te,52,86,138,1.46,s,symmetric,,,,,-1687.1519,keV
141Te,52,89,141,193,ms,symmetric,,,,,-2945.0,keV
142Te,52,90,142,147,ms,symmetric,,,,,-3464.0,keV
143Te,52,91,143,120,ms,symmetric,,,,,-3645.0,keV
144Te,52,92,144,93,ms,symmetric,,,,,-4155.0,keV
145Te,52,93,145,,,,,,,,,
108I,53,55,108,26.4,ms,symmetric,99.5,symmetric,26.532663316582912,ms,4098.6662,keV
109I,53,56,109,92.7,us,symmetric,0.014,symmetric,662142.857142857,us,3918.0699,keV
106I,53,53,106,,,,,,,,5375.0,keV
107I,53,54,107,,,,,,,,4816.0,keV
112I,53,59,112,3.34,s,symmetric,0.0012,approximation,278333.3333333334,s,2957.0864,keV
110I,53,57,110,0.67,s,symmetric,17.0,symmetric,3.941176470588235,s,3580.5414,keV
111I,53,58,111,2.5,s,symmetric,0.1,approximation,2500.0,s,3274.5378,keV
115I,53,62,115,1.3,m,symmetric,,,,,2074.0261,keV
116I,53,63,116,2.91,s,symmetric,,,,,1753.4036,keV
113I,53,60,113,5.9,s,symmetric,,,,,2706.5541,keV
114I,53,61,114,2.1,s,symmetric,,,,,2385.8939,keV
119I,53,66,119,18.8,m,symmetric,,,,,800.7649,keV
120I,53,67,120,81.7,m,symmetric,,,,,649.9436,keV
117I,53,64,117,2.22,m,symmetric,,,,,1553.4816,keV
118I,53,65,118,13.8,m,symmetric,,,,,1100.6441,keV
121I,53,68,121,2.12,h,symmetric,,,,,-31.0013,keV
122I,53,69,122,3.63,m,symmetric,,,,,-507.994,keV
123I,53,70,123,13.2229,h,symmetric,,,,,-891.9643,keV
126I,53,73,126,12.93,d,symmetric,,,,,-2001.2077,keV
127I,53,74,127,STABLE,,,,,,,-2185.2421,keV
124I,53,71,124,4.176,d,symmetric,,,,,-1372.3374,keV
125I,53,72,125,59.398,d,symmetric,,,,,-1661.783,keV
130I,53,77,130,12.36,h,symmetric,,,,,-2967.9684,keV
131I,53,78,131,8.0247,d,symmetric,,,,,-3169.3493,keV
128I,53,75,128,25,m,symmetric,,,,,-2543.8773,keV
129I,53,76,129,16125975,y,symmetric,,,,,-2676.9981,keV
132I,53,79,132,2.2839,h,symmetric,,,,,-3498.5658,keV
133I,53,80,133,20.8,h,symmetric,,,,,-3652.8335,keV
134I,53,81,134,52.6,m,symmetric,,,,,-4182.6688,keV
137I,53,84,137,24.13,s,symmetric,,,,,142.3287,keV
138I,53,85,138,6.303,s,symmetric,,,,,-385.8215,keV
135I,53,82,135,6.55,h,symmetric,,,,,-4222.6839,keV
136I,53,83,136,83.4,s,symmetric,,,,,-2334.8589,keV
141I,53,88,141,418,ms,symmetric,,,,,-2291.1892,keV
142I,53,89,142,235,ms,symmetric,,,,,-2578.0,keV
139I,53,86,139,2.29,s,symmetric,,,,,-1205.5474,keV
140I,53,87,140,380,ms,symmetric,,,,,-1524.249,keV
144I,53,91,144,94,ms,symmetric,,,,,-3365.0,keV
145I,53,92,145,89.7,ms,symmetric,,,,,-4015.0,keV
143I,53,90,143,182,ms,symmetric,,,,,-3165.0,keV
146I,53,93,146,94,ms,symmetric,,,,,-4355.0,keV
147I,53,94,147,,,,,,,,,
125Xe,54,71,125,16.962,h,symmetric,,,,,-1081.166,keV
124Xe,54,70,124,STABLE,,,,,,,-730.1604,keV
129Xe,54,75,129,STABLE,,,,,,,-2099.1917,keV
128Xe,54,74,128,STABLE,,,,,,,-1761.3085,keV
127Xe,54,73,127,36.344,d,symmetric,,,,,-1574.8214,keV
126Xe,54,72,126,STABLE,,,,,,,-1258.0209,keV
133Xe,54,79,133,5.2474,d,symmetric,,,,,-3063.6147,keV
132Xe,54,78,132,STABLE,,,,,,,-2710.0969,keV
131Xe,54,77,131,STABLE,,,,,,,-2557.994,keV
130Xe,54,76,130,STABLE,,,,,,,-2241.2226,keV
136Xe,54,82,136,2.19e+21,y,asymmetric,,,,,-3665.8889,keV
135Xe,54,81,135,9.168,h,symmetric,,,,,-3627.2591,keV
134Xe,54,80,134,STABLE,,,,,,,-3197.7907,keV
140Xe,54,86,140,13.6,s,symmetric,,,,,-986.0981,keV
139Xe,54,85,139,39.72,s,symmetric,,,,,-340.7117,keV
138Xe,54,84,138,14.14,m,symmetric,,,,,136.5922,keV
137Xe,54,83,137,3.821,m,symmetric,,,,,-1871.197,keV
143Xe,54,89,143,511,ms,symmetric,,,,,-2422.7178,keV
142Xe,54,88,142,1.227,s,symmetric,,,,,-1958.5697,keV
141Xe,54,87,141,1.72,s,symmetric,,,,,-1318.4624,keV
147Xe,54,93,147,88,ms,symmetric,,,,,-4294.0,keV
146Xe,54,92,146,146,ms,symmetric,,,,,-3830.0,keV
145Xe,54,91,145,188,ms,symmetric,,,,,-3249.0,keV
144Xe,54,90,144,388,ms,symmetric,,,,,-2929.768,keV
150Xe,54,96,150,,,,,,,,,
149Xe,54,95,149,,,,,,,,-5415.0,keV
148Xe,54,94,148,85,ms,symmetric,,,,,-4854.0,keV
111Xe,54,57,111,0.74,s,symmetric,10.4,symmetric,7.115384615384615,s,3712.1503,keV
110Xe,54,56,110,93,ms,symmetric,64.0,symmetric,145.3125,ms,3872.2066,keV
109Xe,54,55,109,13,ms,symmetric,100.0,unreported,13.0,ms,4217.0463,keV
108Xe,54,54,108,58,us,asymmetric,100.0,symmetric,58.0,us,4569.5582,keV
113Xe,54,59,113,2.74,s,symmetric,,,,,3086.8573,keV
112Xe,54,58,112,2.7,s,symmetric,0.8,asymmetric,337.5,s,3330.4128,keV
114Xe,54,60,114,10,s,symmetric,,,,,2719.006,keV
118Xe,54,64,118,3.8,m,symmetric,,,,,1385.6935,keV
117Xe,54,63,117,61,s,symmetric,,,,,1736.7748,keV
116Xe,54,62,116,58,s,symmetric,,,,,2095.725,keV
115Xe,54,61,115,18,s,symmetric,,,,,2505.8139,keV
122Xe,54,68,122,20.1,h,symmetric,,,,,-89.1461,keV
121Xe,54,67,121,39.1,m,symmetric,,,,,189.5879,keV
120Xe,54,66,120,46,m,symmetric,,,,,666.4424,keV
119Xe,54,65,119,5.8,m,symmetric,,,,,843.3634,keV
123Xe,54,69,123,2.05,h,symmetric,,,,,-490.6342,keV
113Cs,55,58,113,16.9,us,symmetric,,,,,3483.0508,keV
112Cs,55,57,112,488,us,symmetric,,,,,3931.4368,keV
111Cs,55,56,111,,,,,,,,4105.0,keV
114Cs,55,59,114,0.57,s,symmetric,0.018,symmetric,3166.6666666666665,s,3356.9999,keV
116Cs,55,61,116,0.7,s,symmetric,,,,,2596.0,keV
115Cs,55,60,115,1.03,s,symmetric,,,,,2829.0,keV
120Cs,55,65,120,60.4,s,symmetric,,,,,1107.0893,keV
119Cs,55,64,119,29.1,s,symmetric,,,,,1607.8276,keV
118Cs,55,63,118,14,s,symmetric,,,,,1804.6423,keV
117Cs,55,62,117,8.4,s,symmetric,,,,,2201.5,keV
124Cs,55,69,124,30.9,s,symmetric,,,,,-418.816,keV
123Cs,55,68,123,5.91,m,symmetric,,,,,309.159,keV
122Cs,55,67,122,21.18,s,symmetric,,,,,401.3719,keV
121Cs,55,66,121,155,s,symmetric,,,,,911.3106,keV
127Cs,55,72,127,6.25,h,symmetric,,,,,-722.3549,keV
126Cs,55,71,126,1.643,m,symmetric,,,,,-696.317,keV
125Cs,55,70,125,44.35,m,symmetric,,,,,-269.0091,keV
131Cs,55,76,131,9.688,d,symmetric,,,,,-1497.2732,keV
130Cs,55,75,130,29.2,m,symmetric,,,,,-1414.1739,keV
129Cs,55,74,129,32.13,h,symmetric,,,,,-1087.942,keV
128Cs,55,73,128,3.64,m,symmetric,,,,,-992.1338,keV
134Cs,55,79,134,2.0656,y,symmetric,,,,,-2379.8932,keV
133Cs,55,78,133,STABLE,,,,,,,-1988.6828,keV
132Cs,55,77,132,6.48,d,symmetric,,,,,-1839.5789,keV
138Cs,55,83,138,32.48,m,symmetric,,,,,-1268.5042,keV
137Cs,55,82,137,30.007,y,asymmetric,,,,,-3113.3863,keV
136Cs,55,81,136,13.01,d,symmetric,,,,,-3060.2693,keV
135Cs,55,80,135,1330000,y,symmetric,,,,,-2564.1451,keV
142Cs,55,87,142,1.687,s,symmetric,,,,,-959.5625,keV
141Cs,55,86,141,24.86,s,symmetric,,,,,-545.9984,keV
140Cs,55,85,140,64,s,symmetric,,,,,70.5706,keV
139Cs,55,84,139,9.25,m,symmetric,,,,,653.1754,keV
144Cs,55,89,144,0.993,s,symmetric,,,,,-2090.0552,keV
143Cs,55,88,143,1.795,s,symmetric,,,,,-1629.4708,keV
145Cs,55,90,145,588,ms,symmetric,,,,,-2552.674,keV
149Cs,55,94,149,112,ms,symmetric,,,,,-4594.0,keV
148Cs,55,93,148,151,ms,symmetric,,,,,-4006.0,keV
147Cs,55,92,147,232,ms,symmetric,,,,,-3555.0,keV
146Cs,55,91,146,322,ms,symmetric,,,,,-2932.3269,keV
152Cs,55,97,152,,,,,,,,,
151Cs,55,96,151,59,ms,symmetric,,,,,-5504.0,keV
150Cs,55,95,150,80.8,ms,symmetric,,,,,-5055.0,keV
148Ba,56,92,148,619,ms,symmetric,,,,,-3097.5257,keV
149Ba,56,93,149,352,ms,symmetric,,,,,-3762.1983,keV
150Ba,56,94,150,258,ms,symmetric,,,,,-4359.7649,keV
151Ba,56,95,151,167,ms,symmetric,,,,,-4965.0,keV
146Ba,56,90,146,2.16,s,symmetric,,,,,-2061.5359,keV
147Ba,56,91,147,894,ms,symmetric,,,,,-2486.0693,keV
152Ba,56,96,152,140,ms,symmetric,,,,,-5385.0,keV
153Ba,56,97,153,113,ms,symmetric,,,,,-5895.0,keV
154Ba,56,98,154,53,ms,symmetric,,,,,-6355.0,keV
112Ba,56,56,112,,,,,,,,,
113Ba,56,57,113,,,,,,,,4035.0,keV
114Ba,56,58,114,0.41,s,asymmetric,0.9,symmetric,45.55555555555555,s,3592.284,keV
115Ba,56,59,115,0.45,s,symmetric,,,,,3175.0,keV
116Ba,56,60,116,1.3,s,symmetric,,,,,3222.0,keV
117Ba,56,61,117,1.75,s,symmetric,,,,,2320.8041,keV
118Ba,56,62,118,5.2,s,symmetric,,,,,2461.0,keV
123Ba,56,67,123,2.4,m,symmetric,,,,,714.6091,keV
124Ba,56,68,124,10.8,m,symmetric,,,,,657.7328,keV
125Ba,56,69,125,3.3,m,symmetric,,,,,387.1047,keV
119Ba,56,63,119,5.4,s,symmetric,,,,,1641.7452,keV
120Ba,56,64,120,24,s,symmetric,,,,,1733.3129,keV
121Ba,56,65,121,29.7,s,symmetric,,,,,1015.5841,keV
122Ba,56,66,122,1.95,m,symmetric,,,,,1045.1996,keV
126Ba,56,70,126,98.6,m,symmetric,,,,,260.159,keV
127Ba,56,71,127,12.8,m,symmetric,,,,,5.3868,keV
128Ba,56,72,128,2.43,d,symmetric,,,,,-126.6665,keV
129Ba,56,73,129,2.23,h,symmetric,,,,,-286.4209,keV
134Ba,56,78,134,STABLE,,,,,,,-1494.4436,keV
135Ba,56,79,135,STABLE,,,,,,,-1861.9957,keV
130Ba,56,74,130,STABLE,,,,,,,-535.3054,keV
131Ba,56,75,131,11.52,d,symmetric,,,,,-782.991,keV
132Ba,56,76,132,STABLE,,,,,,,-999.2847,keV
133Ba,56,77,133,10.536,y,asymmetric,,,,,-1282.3581,keV
137Ba,56,81,137,STABLE,,,,,,,-2502.7336,keV
138Ba,56,82,138,STABLE,,,,,,,-2560.8872,keV
139Ba,56,83,139,82.89,m,symmetric,,,,,-925.4687,keV
140Ba,56,84,140,12.7526,d,symmetric,,,,,736.3492,keV
136Ba,56,80,136,STABLE,,,,,,,-2033.0205,keV
145Ba,56,89,145,3.99,s,symmetric,,,,,-1743.7901,keV
141Ba,56,85,141,18.24,m,symmetric,,,,,226.0061,keV
142Ba,56,86,142,10.51,m,symmetric,,,,,-294.9286,keV
143Ba,56,87,143,14.38,s,symmetric,,,,,-717.5349,keV
144Ba,56,88,144,11.7,s,symmetric,,,,,-1205.5842,keV
117La,57,60,117,21.7,ms,symmetric,,,,,3069.0,keV
118La,57,61,118,,,,,,,,2641.0,keV
119La,57,62,119,,,,,,,,2255.0,keV
120La,57,63,120,2.8,s,symmetric,,,,,2048.0,keV
125La,57,68,125,64.8,s,symmetric,,,,,917.9334,keV
126La,57,69,126,54,s,symmetric,,,,,746.3771,keV
121La,57,64,121,5.3,s,symmetric,,,,,1878.0,keV
122La,57,65,122,8.7,s,symmetric,,,,,1441.0,keV
123La,57,66,123,16.3,s,symmetric,,,,,1229.0,keV
124La,57,67,124,21,s,symmetric,,,,,1205.1156,keV
128La,57,71,128,5.1,m,symmetric,,,,,690.7057,keV
129La,57,72,129,11.6,m,symmetric,,,,,341.2854,keV
130La,57,73,130,8.7,m,symmetric,,,,,298.3928,keV
131La,57,74,131,59,m,symmetric,,,,,45.8464,keV
127La,57,70,127,5.1,m,symmetric,,,,,722.6242,keV
136La,57,79,136,9.87,m,symmetric,,,,,-1309.7104,keV
132La,57,75,132,4.58,h,symmetric,,,,,-216.7208,keV
133La,57,76,133,3.89,h,symmetric,,,,,-420.2576,keV
134La,57,77,134,6.45,m,symmetric,,,,,-743.8201,keV
135La,57,78,135,18.95,h,symmetric,,,,,-1012.7993,keV
139La,57,82,139,STABLE,,,,,,,-2065.3402,keV
140La,57,83,140,40.284,h,symmetric,,,,,-398.1202,keV
141La,57,84,141,3.93,h,symmetric,,,,,1191.0128,keV
142La,57,85,142,91.8,m,symmetric,,,,,438.1621,keV
137La,57,80,137,60000,y,symmetric,,,,,-1494.8381,keV
138La,57,81,138,102785709125,y,symmetric,,,,,-2047.1586,keV
143La,57,86,143,14.09,m,symmetric,,,,,104.705,keV
144La,57,87,144,40.8,s,symmetric,,,,,-224.8374,keV
145La,57,88,145,24.8,s,symmetric,,,,,-782.8903,keV
146La,57,89,146,6.1,s,symmetric,,,,,-1131.5333,keV
150La,57,93,150,0.51,s,asymmetric,,,,,-3425.6828,keV
151La,57,94,151,0.457,s,asymmetric,,,,,-3815.1823,keV
152La,57,95,152,298,ms,asymmetric,,,,,-4804.0,keV
153La,57,96,153,244,ms,symmetric,,,,,-5185.0,keV
147La,57,90,147,4.024,s,symmetric,,,,,-1427.7944,keV
148La,57,91,148,1.411,s,symmetric,,,,,-1862.2958,keV
149La,57,92,149,1.085,s,symmetric,,,,,-2590.4126,keV
154La,57,97,154,163,ms,symmetric,,,,,-5785.0,keV
155La,57,98,155,100,ms,symmetric,,,,,-6075.0,keV
156La,57,99,156,84,ms,symmetric,,,,,-6346.0,keV
116La,57,59,116,,,,,,,,3940.0,keV
157La,57,100,157,,,,,,,,,
158Ce,58,100,158,99,ms,symmetric,,,,,-6045.0,keV
159Ce,58,101,159,,,,,,,,,
119Ce,58,61,119,,,,,,,,2675.0,keV
120Ce,58,62,120,,,,,,,,2225.0,keV
121Ce,58,63,121,1.1,s,symmetric,,,,,2343.0,keV
122Ce,58,64,122,,,,,,,,1901.0,keV
127Ce,58,69,127,34,s,symmetric,,,,,1250.7035,keV
123Ce,58,65,123,3.8,s,symmetric,,,,,1879.0,keV
124Ce,58,66,124,9.1,s,symmetric,,,,,1548.0,keV
125Ce,58,67,125,9.7,s,symmetric,,,,,1662.0,keV
126Ce,58,68,126,51,s,symmetric,,,,,1363.4706,keV
130Ce,58,72,130,22.9,m,symmetric,,,,,822.0842,keV
131Ce,58,73,131,10.3,m,symmetric,,,,,684.5912,keV
132Ce,58,74,132,3.51,h,symmetric,,,,,475.552,keV
133Ce,58,75,133,97,m,symmetric,,,,,217.7266,keV
128Ce,58,70,128,4,m,symmetric,,,,,1130.9445,keV
129Ce,58,71,129,3.5,m,symmetric,,,,,956.556,keV
134Ce,58,76,134,3.22,d,symmetric,,,,,-1.0377,keV
135Ce,58,77,135,17.7,h,symmetric,,,,,-362.2652,keV
136Ce,58,78,136,STABLE,,,,,,,-498.5626,keV
137Ce,58,79,137,9.11,h,symmetric,,,,,-790.1691,keV
141Ce,58,83,141,32.504,d,symmetric,,,,,-134.5727,keV
142Ce,58,84,142,STABLE,,,,,,,1303.9942,keV
143Ce,58,85,143,33.037,h,symmetric,,,,,882.6235,keV
144Ce,58,86,144,284.886,d,symmetric,,,,,411.0472,keV
138Ce,58,80,138,STABLE,,,,,,,-1040.7803,keV
139Ce,58,81,139,137.64,d,symmetric,,,,,-1532.0024,keV
140Ce,58,82,140,STABLE,,,,,,,-1612.0637,keV
145Ce,58,87,145,3.02,m,symmetric,,,,,240.5176,keV
146Ce,58,88,146,13.22,m,symmetric,,,,,-208.5274,keV
147Ce,58,89,147,56.4,s,symmetric,,,,,-501.6125,keV
152Ce,58,94,152,1.42,s,symmetric,,,,,-3860.0,keV
153Ce,58,95,153,865,ms,symmetric,,,,,-4504.0,keV
154Ce,58,96,154,722,ms,symmetric,,,,,-4755.0,keV
155Ce,58,97,155,313,ms,symmetric,,,,,-5265.0,keV
148Ce,58,90,148,56.8,s,symmetric,,,,,-1056.2104,keV
149Ce,58,91,149,5.2,s,symmetric,,,,,-1578.6535,keV
150Ce,58,92,150,6.05,s,symmetric,,,,,-2405.5101,keV
151Ce,58,93,151,1.74,s,symmetric,,,,,-3385.9383,keV
156Ce,58,98,156,233,ms,symmetric,,,,,-5635.0,keV
157Ce,58,99,157,175,ms,symmetric,,,,,-5885.0,keV
159Pr,59,100,159,134,ms,symmetric,,,,,-5264.0,keV
160Pr,59,101,160,170,ms,symmetric,,,,,-5574.0,keV
161Pr,59,102,161,,,,,,,,-5844.0,keV
144Pr,59,85,144,17.28,m,symmetric,,,,,1136.5553,keV
143Pr,59,84,143,13.57,d,symmetric,,,,,1729.2653,keV
146Pr,59,87,146,24.09,m,symmetric,,,,,925.5479,keV
145Pr,59,86,145,5.982,h,symmetric,,,,,878.9374,keV
140Pr,59,81,140,3.39,m,symmetric,,,,,-1073.6551,keV
139Pr,59,80,139,4.41,h,symmetric,,,,,-610.1106,keV
142Pr,59,83,142,19.12,h,symmetric,,,,,302.1253,keV
141Pr,59,82,141,STABLE,,,,,,,-1298.5841,keV
148Pr,59,89,148,2.29,m,symmetric,,,,,-110.7086,keV
147Pr,59,88,147,13.35,m,symmetric,,,,,302.4585,keV
149Pr,59,90,149,2.26,m,symmetric,,,,,-628.9635,keV
155Pr,59,96,155,1.47,s,symmetric,,,,,-4529.9121,keV
154Pr,59,95,154,2.3,s,symmetric,,,,,-3973.3709,keV
157Pr,59,98,157,295,ms,asymmetric,,,,,-4800.0,keV
156Pr,59,97,156,444,ms,symmetric,,,,,-4584.0,keV
151Pr,59,92,151,18.9,s,symmetric,,,,,-2526.2001,keV
150Pr,59,91,150,6.19,s,symmetric,,,,,-1504.2511,keV
153Pr,59,94,153,4.29,s,symmetric,,,,,-3773.4849,keV
152Pr,59,93,152,3.57,s,symmetric,,,,,-3474.244,keV
158Pr,59,99,158,181,ms,symmetric,,,,,-5045.0,keV
122Pr,59,63,122,,,,,,,,2415.0,keV
121Pr,59,62,121,10,ms,asymmetric,,,,,2295.0,keV
124Pr,59,65,124,1.2,s,symmetric,,,,,1994.0,keV
123Pr,59,64,123,,,,,,,,2365.0,keV
126Pr,59,67,126,3.12,s,symmetric,,,,,1795.0,keV
125Pr,59,66,125,3.3,s,symmetric,,,,,1695.0,keV
128Pr,59,69,128,2.8,s,symmetric,,,,,1502.9377,keV
127Pr,59,68,127,4.2,s,symmetric,,,,,1683.0,keV
133Pr,59,74,133,6.5,m,symmetric,,,,,961.0339,keV
132Pr,59,73,132,1.6,m,symmetric,,,,,973.0593,keV
135Pr,59,76,135,25.4,m,symmetric,,,,,408.4769,keV
134Pr,59,75,134,17,m,symmetric,,,,,674.4589,keV
129Pr,59,70,129,31,s,symmetric,,,,,1561.0107,keV
131Pr,59,72,131,1.49,m,symmetric,,,,,1170.5368,keV
130Pr,59,71,130,40,s,symmetric,,,,,1373.0954,keV
137Pr,59,78,137,1.28,h,symmetric,,,,,-132.3378,keV
136Pr,59,77,136,13.1,m,symmetric,,,,,-41.7592,keV
138Pr,59,79,138,1.45,m,symmetric,,,,,-335.1237,keV
163Nd,60,103,163,,,,,,,,-5164.0,keV
161Nd,60,101,161,215,ms,symmetric,,,,,-4725.0,keV
162Nd,60,102,162,310,ms,symmetric,,,,,-4895.0,keV
160Nd,60,100,160,439,ms,symmetric,,,,,-4330.0,keV
134Nd,60,74,134,8.5,m,symmetric,,,,,1351.5547,keV
133Nd,60,73,133,70,s,symmetric,,,,,1530.2081,keV
132Nd,60,72,132,94,s,symmetric,,,,,1683.1944,keV
131Nd,60,71,131,25.4,s,symmetric,,,,,1786.3876,keV
130Nd,60,70,130,21,s,symmetric,,,,,1799.4099,keV
139Nd,60,79,139,29.7,m,symmetric,,,,,174.462,keV
138Nd,60,78,138,5.11,h,symmetric,,,,,390.8005,keV
137Nd,60,77,137,38.5,m,symmetric,,,,,409.3383,keV
136Nd,60,76,136,50.65,m,symmetric,,,,,844.4745,keV
135Nd,60,75,135,12.4,m,symmetric,,,,,1069.9125,keV
145Nd,60,85,145,STABLE,,,,,,,1574.1374,keV
144Nd,60,84,144,2287500000000000,y,symmetric,100.0,symmetric,2287500000000000.0,y,1901.2829,keV
143Nd,60,83,143,STABLE,,,,,,,530.5151,keV
142Nd,60,82,142,STABLE,,,,,,,-809.1047,keV
141Nd,60,81,141,2.49,h,symmetric,,,,,-697.6704,keV
140Nd,60,80,140,3.37,d,symmetric,,,,,-173.6125,keV
149Nd,60,89,149,1.728,h,symmetric,,,,,266.6079,keV
148Nd,60,88,148,STABLE,,,,,,,598.9604,keV
147Nd,60,87,147,11.12,d,symmetric,,,,,1034.668,keV
146Nd,60,86,146,STABLE,,,,,,,1182.0635,keV
156Nd,60,96,156,5.27,s,symmetric,,,,,-3647.0,keV
155Nd,60,95,155,8.9,s,symmetric,,,,,-3483.6539,keV
154Nd,60,94,154,25.9,s,symmetric,,,,,-3157.6554,keV
153Nd,60,93,153,31.6,s,symmetric,,,,,-3085.3749,keV
152Nd,60,92,152,11.4,m,symmetric,,,,,-2176.155,keV
151Nd,60,91,151,12.44,m,symmetric,,,,,-1354.1975,keV
150Nd,60,90,150,9300000000000000000,y,symmetric,,,,,-478.9986,keV
159Nd,60,99,159,485,ms,asymmetric,,,,,-4369.0,keV
158Nd,60,98,158,820,ms,asymmetric,,,,,-4040.0,keV
157Nd,60,97,157,1.16,s,symmetric,,,,,-4009.0,keV
